ConvoIndex,MessageIndex,Context,Response
3769.0,0,0,0
3769.0,1,0,1
3769.0,2,0,0
3769.0,3,0,5
3769.0,4,0,0
3769.0,5,0,5
3769.0,6,0,6
3769.0,7,0,0
3769.0,8,0,0
3769.0,9,0,5
3769.0,10,0,1
3769.0,11,0,0
3769.0,12,0,0
3769.0,0,1,0
3769.0,1,1,1
3769.0,2,1,0
3769.0,3,1,5
3769.0,4,1,0
3769.0,5,1,5
3769.0,6,1,6
3769.0,7,1,5
3769.0,8,1,0
3769.0,9,1,5
3769.0,10,1,3
3769.0,11,1,0
3769.0,12,1,0
3769.0,0,2,0
3769.0,1,2,1
3769.0,2,2,0
3769.0,3,2,5
3769.0,4,2,0
3769.0,5,2,5
3769.0,6,2,6
3769.0,7,2,5
3769.0,8,2,0
3769.0,9,2,5
3769.0,10,2,3
3769.0,11,2,0
3769.0,12,2,0
3769.0,0,3,0
3769.0,1,3,1
3769.0,2,3,0
3769.0,3,3,5
3769.0,4,3,0
3769.0,5,3,5
3769.0,6,3,6
3769.0,7,3,5
3769.0,8,3,0
3769.0,9,3,5
3769.0,10,3,3
3769.0,11,3,0
3769.0,12,3,0
3769.0,0,4,0
3769.0,1,4,1
3769.0,2,4,0
3769.0,3,4,5
3769.0,4,4,0
3769.0,5,4,5
3769.0,6,4,6
3769.0,7,4,5
3769.0,8,4,0
3769.0,9,4,5
3769.0,10,4,6
3769.0,11,4,5
3769.0,12,4,0
6666.0,0,0,1
6666.0,1,0,5
6666.0,2,0,1
6666.0,3,0,5
6666.0,4,0,4
6666.0,5,0,5
6666.0,0,1,1
6666.0,1,1,5
6666.0,2,1,1
6666.0,3,1,5
6666.0,4,1,4
6666.0,5,1,5
6666.0,0,2,6
6666.0,1,2,5
6666.0,2,2,1
6666.0,3,2,5
6666.0,4,2,5
6666.0,5,2,5
6666.0,0,3,6
6666.0,1,3,5
6666.0,2,3,1
6666.0,3,3,5
6666.0,4,3,5
6666.0,5,3,5
6666.0,0,4,1
6666.0,1,4,5
6666.0,2,4,1
6666.0,3,4,5
6666.0,4,4,5
6666.0,5,4,5
9023.0,0,0,0
9023.0,1,0,6
9023.0,2,0,5
9023.0,3,0,6
9023.0,4,0,0
9023.0,5,0,5
9023.0,6,0,0
9023.0,7,0,0
9023.0,0,1,0
9023.0,1,1,0
9023.0,2,1,5
9023.0,3,1,6
9023.0,4,1,1
9023.0,5,1,0
9023.0,6,1,0
9023.0,7,1,5
9023.0,0,2,0
9023.0,1,2,0
9023.0,2,2,5
9023.0,3,2,6
9023.0,4,2,2
9023.0,5,2,5
9023.0,6,2,0
9023.0,7,2,5
9023.0,0,3,0
9023.0,1,3,0
9023.0,2,3,5
9023.0,3,3,6
9023.0,4,3,1
9023.0,5,3,5
9023.0,6,3,0
9023.0,7,3,5
9023.0,0,4,0
9023.0,1,4,0
9023.0,2,4,5
9023.0,3,4,6
9023.0,4,4,2
9023.0,5,4,0
9023.0,6,4,5
9023.0,7,4,5
2687.0,0,0,3
2687.0,1,0,6
2687.0,2,0,0
2687.0,3,0,1
2687.0,4,0,5
2687.0,5,0,0
2687.0,6,0,0
2687.0,7,0,6
2687.0,8,0,0
2687.0,9,0,0
2687.0,10,0,0
2687.0,11,0,1
2687.0,12,0,0
2687.0,0,1,3
2687.0,1,1,6
2687.0,2,1,0
2687.0,3,1,1
2687.0,4,1,5
2687.0,5,1,1
2687.0,6,1,0
2687.0,7,1,1
2687.0,8,1,0
2687.0,9,1,6
2687.0,10,1,4
2687.0,11,1,1
2687.0,12,1,6
2687.0,0,2,3
2687.0,1,2,6
2687.0,2,2,0
2687.0,3,2,1
2687.0,4,2,5
2687.0,5,2,1
2687.0,6,2,5
2687.0,7,2,1
2687.0,8,2,0
2687.0,9,2,1
2687.0,10,2,0
2687.0,11,2,1
2687.0,12,2,6
2687.0,0,3,3
2687.0,1,3,6
2687.0,2,3,0
2687.0,3,3,3
2687.0,4,3,5
2687.0,5,3,1
2687.0,6,3,5
2687.0,7,3,1
2687.0,8,3,0
2687.0,9,3,1
2687.0,10,3,0
2687.0,11,3,1
2687.0,12,3,6
2687.0,0,4,5
2687.0,1,4,6
2687.0,2,4,0
2687.0,3,4,3
2687.0,4,4,5
2687.0,5,4,1
2687.0,6,4,5
2687.0,7,4,1
2687.0,8,4,0
2687.0,9,4,1
2687.0,10,4,4
2687.0,11,4,1
2687.0,12,4,6
5990.0,0,0,0
5990.0,1,0,5
5990.0,2,0,6
5990.0,3,0,0
5990.0,4,0,0
5990.0,5,0,5
5990.0,6,0,4
5990.0,7,0,4
5990.0,0,1,7
5990.0,1,1,5
5990.0,2,1,6
5990.0,3,1,0
5990.0,4,1,0
5990.0,5,1,5
5990.0,6,1,4
5990.0,7,1,4
5990.0,0,2,0
5990.0,1,2,5
5990.0,2,2,6
5990.0,3,2,5
5990.0,4,2,0
5990.0,5,2,5
5990.0,6,2,0
5990.0,7,2,4
5990.0,0,3,0
5990.0,1,3,5
5990.0,2,3,6
5990.0,3,3,5
5990.0,4,3,0
5990.0,5,3,5
5990.0,6,3,4
5990.0,7,3,4
5990.0,0,4,0
5990.0,1,4,5
5990.0,2,4,6
5990.0,3,4,5
5990.0,4,4,0
5990.0,5,4,5
5990.0,6,4,4
5990.0,7,4,0
6318.0,0,0,0
6318.0,1,0,0
6318.0,2,0,0
6318.0,3,0,0
6318.0,4,0,0
6318.0,5,0,5
6318.0,6,0,0
6318.0,7,0,4
6318.0,0,1,0
6318.0,1,1,0
6318.0,2,1,0
6318.0,3,1,0
6318.0,4,1,0
6318.0,5,1,5
6318.0,6,1,0
6318.0,7,1,4
6318.0,0,2,0
6318.0,1,2,0
6318.0,2,2,0
6318.0,3,2,0
6318.0,4,2,6
6318.0,5,2,5
6318.0,6,2,0
6318.0,7,2,4
6318.0,0,3,0
6318.0,1,3,0
6318.0,2,3,0
6318.0,3,3,0
6318.0,4,3,0
6318.0,5,3,5
6318.0,6,3,0
6318.0,7,3,4
6318.0,0,4,0
6318.0,1,4,0
6318.0,2,4,0
6318.0,3,4,0
6318.0,4,4,0
6318.0,5,4,5
6318.0,6,4,0
6318.0,7,4,4
97.0,0,0,5
97.0,1,0,6
97.0,2,0,3
97.0,3,0,6
97.0,4,0,5
97.0,5,0,3
97.0,6,0,5
97.0,7,0,1
97.0,0,1,5
97.0,1,1,6
97.0,2,1,3
97.0,3,1,6
97.0,4,1,0
97.0,5,1,3
97.0,6,1,0
97.0,7,1,1
97.0,0,2,5
97.0,1,2,6
97.0,2,2,3
97.0,3,2,6
97.0,4,2,5
97.0,5,2,3
97.0,6,2,0
97.0,7,2,1
97.0,0,3,5
97.0,1,3,6
97.0,2,3,3
97.0,3,3,6
97.0,4,3,5
97.0,5,3,1
97.0,6,3,0
97.0,7,3,1
97.0,0,4,5
97.0,1,4,6
97.0,2,4,3
97.0,3,4,6
97.0,4,4,5
97.0,5,4,1
97.0,6,4,5
97.0,7,4,1
2509.0,0,0,0
2509.0,1,0,3
2509.0,2,0,3
2509.0,3,0,0
2509.0,4,0,3
2509.0,5,0,3
2509.0,6,0,3
2509.0,7,0,1
2509.0,0,1,0
2509.0,1,1,3
2509.0,2,1,2
2509.0,3,1,0
2509.0,4,1,3
2509.0,5,1,0
2509.0,6,1,3
2509.0,7,1,0
2509.0,0,2,0
2509.0,1,2,3
2509.0,2,2,2
2509.0,3,2,6
2509.0,4,2,3
2509.0,5,2,0
2509.0,6,2,3
2509.0,7,2,0
2509.0,0,3,0
2509.0,1,3,3
2509.0,2,3,3
2509.0,3,3,3
2509.0,4,3,3
2509.0,5,3,0
2509.0,6,3,3
2509.0,7,3,0
2509.0,0,4,0
2509.0,1,4,3
2509.0,2,4,3
2509.0,3,4,6
2509.0,4,4,3
2509.0,5,4,3
2509.0,6,4,3
2509.0,7,4,0
2883.0,0,0,0
2883.0,1,0,0
2883.0,2,0,0
2883.0,3,0,4
2883.0,4,0,4
2883.0,5,0,0
2883.0,6,0,0
2883.0,7,0,6
2883.0,0,1,0
2883.0,1,1,0
2883.0,2,1,0
2883.0,3,1,4
2883.0,4,1,4
2883.0,5,1,0
2883.0,6,1,0
2883.0,7,1,6
2883.0,0,2,0
2883.0,1,2,0
2883.0,2,2,0
2883.0,3,2,4
2883.0,4,2,4
2883.0,5,2,0
2883.0,6,2,0
2883.0,7,2,6
2883.0,0,3,0
2883.0,1,3,0
2883.0,2,3,0
2883.0,3,3,4
2883.0,4,3,4
2883.0,5,3,0
2883.0,6,3,0
2883.0,7,3,6
2883.0,0,4,0
2883.0,1,4,0
2883.0,2,4,0
2883.0,3,4,4
2883.0,4,4,4
2883.0,5,4,0
2883.0,6,4,0
2883.0,7,4,6
2924.0,0,0,3
2924.0,1,0,6
2924.0,2,0,4
2924.0,3,0,1
2924.0,4,0,0
2924.0,5,0,1
2924.0,6,0,4
2924.0,7,0,0
2924.0,0,1,3
2924.0,1,1,6
2924.0,2,1,0
2924.0,3,1,1
2924.0,4,1,0
2924.0,5,1,1
2924.0,6,1,4
2924.0,7,1,4
2924.0,0,2,6
2924.0,1,2,6
2924.0,2,2,4
2924.0,3,2,1
2924.0,4,2,0
2924.0,5,2,1
2924.0,6,2,4
2924.0,7,2,4
2924.0,0,3,3
2924.0,1,3,6
2924.0,2,3,4
2924.0,3,3,1
2924.0,4,3,0
2924.0,5,3,1
2924.0,6,3,4
2924.0,7,3,4
2924.0,0,4,3
2924.0,1,4,6
2924.0,2,4,4
2924.0,3,4,1
2924.0,4,4,0
2924.0,5,4,1
2924.0,6,4,4
2924.0,7,4,0
8963.0,0,0,5
8963.0,1,0,0
8963.0,2,0,1
8963.0,3,0,5
8963.0,4,0,5
8963.0,5,0,0
8963.0,6,0,1
8963.0,7,0,0
8963.0,8,0,0
8963.0,9,0,0
8963.0,10,0,1
8963.0,0,1,5
8963.0,1,1,6
8963.0,2,1,1
8963.0,3,1,5
8963.0,4,1,1
8963.0,5,1,0
8963.0,6,1,1
8963.0,7,1,0
8963.0,8,1,2
8963.0,9,1,0
8963.0,10,1,1
8963.0,0,2,5
8963.0,1,2,6
8963.0,2,2,1
8963.0,3,2,5
8963.0,4,2,1
8963.0,5,2,0
8963.0,6,2,1
8963.0,7,2,0
8963.0,8,2,1
8963.0,9,2,0
8963.0,10,2,1
8963.0,0,3,5
8963.0,1,3,6
8963.0,2,3,1
8963.0,3,3,5
8963.0,4,3,1
8963.0,5,3,0
8963.0,6,3,1
8963.0,7,3,0
8963.0,8,3,1
8963.0,9,3,0
8963.0,10,3,1
8963.0,0,4,5
8963.0,1,4,6
8963.0,2,4,1
8963.0,3,4,5
8963.0,4,4,1
8963.0,5,4,0
8963.0,6,4,1
8963.0,7,4,0
8963.0,8,4,1
8963.0,9,4,0
8963.0,10,4,1
4616.0,0,0,1
4616.0,1,0,0
4616.0,2,0,1
4616.0,3,0,0
4616.0,4,0,3
4616.0,5,0,0
4616.0,6,0,6
4616.0,0,1,1
4616.0,1,1,0
4616.0,2,1,1
4616.0,3,1,0
4616.0,4,1,3
4616.0,5,1,0
4616.0,6,1,6
4616.0,0,2,1
4616.0,1,2,0
4616.0,2,2,1
4616.0,3,2,0
4616.0,4,2,3
4616.0,5,2,0
4616.0,6,2,4
4616.0,0,3,1
4616.0,1,3,0
4616.0,2,3,1
4616.0,3,3,0
4616.0,4,3,3
4616.0,5,3,0
4616.0,6,3,6
4616.0,0,4,1
4616.0,1,4,0
4616.0,2,4,1
4616.0,3,4,0
4616.0,4,4,3
4616.0,5,4,0
4616.0,6,4,6
2532.0,0,0,0
2532.0,1,0,5
2532.0,2,0,4
2532.0,3,0,3
2532.0,4,0,0
2532.0,5,0,0
2532.0,6,0,4
2532.0,0,1,0
2532.0,1,1,5
2532.0,2,1,4
2532.0,3,1,3
2532.0,4,1,0
2532.0,5,1,0
2532.0,6,1,4
2532.0,0,2,0
2532.0,1,2,5
2532.0,2,2,4
2532.0,3,2,3
2532.0,4,2,0
2532.0,5,2,0
2532.0,6,2,4
2532.0,0,3,0
2532.0,1,3,5
2532.0,2,3,4
2532.0,3,3,3
2532.0,4,3,4
2532.0,5,3,3
2532.0,6,3,4
2532.0,0,4,0
2532.0,1,4,5
2532.0,2,4,4
2532.0,3,4,3
2532.0,4,4,0
2532.0,5,4,3
2532.0,6,4,4
482.0,0,0,5
482.0,1,0,1
482.0,2,0,0
482.0,3,0,0
482.0,4,0,0
482.0,5,0,0
482.0,6,0,4
482.0,0,1,5
482.0,1,1,1
482.0,2,1,0
482.0,3,1,0
482.0,4,1,4
482.0,5,1,0
482.0,6,1,4
482.0,0,2,5
482.0,1,2,1
482.0,2,2,0
482.0,3,2,1
482.0,4,2,4
482.0,5,2,0
482.0,6,2,4
482.0,0,3,5
482.0,1,3,1
482.0,2,3,0
482.0,3,3,1
482.0,4,3,0
482.0,5,3,0
482.0,6,3,4
482.0,0,4,5
482.0,1,4,1
482.0,2,4,0
482.0,3,4,1
482.0,4,4,5
482.0,5,4,0
482.0,6,4,4
3106.0,0,0,6
3106.0,1,0,0
3106.0,2,0,0
3106.0,3,0,0
3106.0,4,0,2
3106.0,5,0,0
3106.0,6,0,1
3106.0,7,0,0
3106.0,8,0,0
3106.0,9,0,1
3106.0,0,1,6
3106.0,1,1,0
3106.0,2,1,0
3106.0,3,1,0
3106.0,4,1,2
3106.0,5,1,0
3106.0,6,1,2
3106.0,7,1,0
3106.0,8,1,0
3106.0,9,1,1
3106.0,0,2,6
3106.0,1,2,4
3106.0,2,2,4
3106.0,3,2,9
3106.0,4,2,6
3106.0,5,2,0
3106.0,6,2,2
3106.0,7,2,0
3106.0,8,2,0
3106.0,9,2,1
3106.0,0,3,6
3106.0,1,3,0
3106.0,2,3,0
3106.0,3,3,0
3106.0,4,3,6
3106.0,5,3,0
3106.0,6,3,2
3106.0,7,3,0
3106.0,8,3,0
3106.0,9,3,1
3106.0,0,4,6
3106.0,1,4,4
3106.0,2,4,4
3106.0,3,4,0
3106.0,4,4,2
3106.0,5,4,0
3106.0,6,4,2
3106.0,7,4,0
3106.0,8,4,0
3106.0,9,4,1
5921.0,0,0,0
5921.0,1,0,5
5921.0,2,0,0
5921.0,3,0,3
5921.0,4,0,0
5921.0,5,0,0
5921.0,6,0,6
5921.0,7,0,0
5921.0,8,0,0
5921.0,9,0,5
5921.0,10,0,0
5921.0,11,0,0
5921.0,12,0,0
5921.0,0,1,0
5921.0,1,1,5
5921.0,2,1,0
5921.0,3,1,3
5921.0,4,1,0
5921.0,5,1,0
5921.0,6,1,6
5921.0,7,1,0
5921.0,8,1,0
5921.0,9,1,5
5921.0,10,1,0
5921.0,11,1,0
5921.0,12,1,0
5921.0,0,2,0
5921.0,1,2,5
5921.0,2,2,0
5921.0,3,2,3
5921.0,4,2,0
5921.0,5,2,3
5921.0,6,2,6
5921.0,7,2,0
5921.0,8,2,0
5921.0,9,2,5
5921.0,10,2,0
5921.0,11,2,0
5921.0,12,2,0
5921.0,0,3,0
5921.0,1,3,5
5921.0,2,3,0
5921.0,3,3,3
5921.0,4,3,0
5921.0,5,3,3
5921.0,6,3,6
5921.0,7,3,0
5921.0,8,3,0
5921.0,9,3,3
5921.0,10,3,0
5921.0,11,3,0
5921.0,12,3,0
5921.0,0,4,0
5921.0,1,4,5
5921.0,2,4,0
5921.0,3,4,3
5921.0,4,4,0
5921.0,5,4,3
5921.0,6,4,6
5921.0,7,4,0
5921.0,8,4,0
5921.0,9,4,3
5921.0,10,4,0
5921.0,11,4,4
5921.0,12,4,0
2758.0,0,0,3
2758.0,1,0,4
2758.0,2,0,0
2758.0,3,0,2
2758.0,4,0,1
2758.0,5,0,0
2758.0,0,1,6
2758.0,1,1,4
2758.0,2,1,0
2758.0,3,1,2
2758.0,4,1,1
2758.0,5,1,0
2758.0,0,2,3
2758.0,1,2,4
2758.0,2,2,3
2758.0,3,2,2
2758.0,4,2,1
2758.0,5,2,0
2758.0,0,3,3
2758.0,1,3,4
2758.0,2,3,3
2758.0,3,3,2
2758.0,4,3,1
2758.0,5,3,2
2758.0,0,4,6
2758.0,1,4,4
2758.0,2,4,3
2758.0,3,4,2
2758.0,4,4,1
2758.0,5,4,0
1651.0,0,0,3
1651.0,1,0,6
1651.0,2,0,0
1651.0,3,0,0
1651.0,4,0,0
1651.0,5,0,0
1651.0,0,1,3
1651.0,1,1,6
1651.0,2,1,0
1651.0,3,1,0
1651.0,4,1,4
1651.0,5,1,0
1651.0,0,2,3
1651.0,1,2,6
1651.0,2,2,0
1651.0,3,2,0
1651.0,4,2,4
1651.0,5,2,0
1651.0,0,3,3
1651.0,1,3,6
1651.0,2,3,0
1651.0,3,3,0
1651.0,4,3,4
1651.0,5,3,0
1651.0,0,4,3
1651.0,1,4,6
1651.0,2,4,0
1651.0,3,4,0
1651.0,4,4,4
1651.0,5,4,0
261.0,0,0,6
261.0,1,0,0
261.0,2,0,1
261.0,3,0,5
261.0,4,0,0
261.0,5,0,4
261.0,0,1,1
261.0,1,1,0
261.0,2,1,1
261.0,3,1,5
261.0,4,1,0
261.0,5,1,4
261.0,0,2,1
261.0,1,2,0
261.0,2,2,1
261.0,3,2,5
261.0,4,2,0
261.0,5,2,4
261.0,0,3,6
261.0,1,3,0
261.0,2,3,1
261.0,3,3,0
261.0,4,3,0
261.0,5,3,4
261.0,0,4,1
261.0,1,4,0
261.0,2,4,1
261.0,3,4,0
261.0,4,4,0
261.0,5,4,4
8484.0,0,0,4
8484.0,1,0,2
8484.0,2,0,6
8484.0,3,0,3
8484.0,4,0,0
8484.0,5,0,0
8484.0,0,1,4
8484.0,1,1,2
8484.0,2,1,6
8484.0,3,1,3
8484.0,4,1,6
8484.0,5,1,0
8484.0,0,2,4
8484.0,1,2,2
8484.0,2,2,6
8484.0,3,2,2
8484.0,4,2,6
8484.0,5,2,0
8484.0,0,3,4
8484.0,1,3,2
8484.0,2,3,6
8484.0,3,3,2
8484.0,4,3,6
8484.0,5,3,0
8484.0,0,4,4
8484.0,1,4,2
8484.0,2,4,6
8484.0,3,4,2
8484.0,4,4,6
8484.0,5,4,0
4584.0,0,0,0
4584.0,1,0,0
4584.0,2,0,2
4584.0,3,0,0
4584.0,4,0,5
4584.0,5,0,0
4584.0,0,1,0
4584.0,1,1,0
4584.0,2,1,2
4584.0,3,1,0
4584.0,4,1,5
4584.0,5,1,0
4584.0,0,2,0
4584.0,1,2,0
4584.0,2,2,5
4584.0,3,2,0
4584.0,4,2,5
4584.0,5,2,0
4584.0,0,3,0
4584.0,1,3,0
4584.0,2,3,2
4584.0,3,3,0
4584.0,4,3,5
4584.0,5,3,0
4584.0,0,4,0
4584.0,1,4,0
4584.0,2,4,5
4584.0,3,4,0
4584.0,4,4,5
4584.0,5,4,0
8321.0,0,0,0
8321.0,1,0,0
8321.0,2,0,2
8321.0,3,0,0
8321.0,4,0,6
8321.0,5,0,2
8321.0,6,0,5
8321.0,7,0,4
8321.0,8,0,4
8321.0,0,1,0
8321.0,1,1,0
8321.0,2,1,2
8321.0,3,1,0
8321.0,4,1,6
8321.0,5,1,2
8321.0,6,1,2
8321.0,7,1,4
8321.0,8,1,4
8321.0,0,2,0
8321.0,1,2,0
8321.0,2,2,2
8321.0,3,2,0
8321.0,4,2,6
8321.0,5,2,2
8321.0,6,2,5
8321.0,7,2,4
8321.0,8,2,4
8321.0,0,3,0
8321.0,1,3,0
8321.0,2,3,2
8321.0,3,3,0
8321.0,4,3,6
8321.0,5,3,2
8321.0,6,3,5
8321.0,7,3,4
8321.0,8,3,4
8321.0,0,4,0
8321.0,1,4,0
8321.0,2,4,2
8321.0,3,4,0
8321.0,4,4,6
8321.0,5,4,2
8321.0,6,4,5
8321.0,7,4,4
8321.0,8,4,4
9041.0,0,0,0
9041.0,1,0,6
9041.0,2,0,4
9041.0,3,0,4
9041.0,4,0,4
9041.0,5,0,4
9041.0,6,0,4
9041.0,7,0,4
9041.0,8,0,4
9041.0,9,0,0
9041.0,10,0,4
9041.0,11,0,4
9041.0,0,1,0
9041.0,1,1,6
9041.0,2,1,4
9041.0,3,1,4
9041.0,4,1,4
9041.0,5,1,4
9041.0,6,1,4
9041.0,7,1,4
9041.0,8,1,4
9041.0,9,1,0
9041.0,10,1,4
9041.0,11,1,4
9041.0,0,2,0
9041.0,1,2,6
9041.0,2,2,4
9041.0,3,2,4
9041.0,4,2,4
9041.0,5,2,4
9041.0,6,2,4
9041.0,7,2,4
9041.0,8,2,4
9041.0,9,2,0
9041.0,10,2,4
9041.0,11,2,4
9041.0,0,3,0
9041.0,1,3,6
9041.0,2,3,4
9041.0,3,3,4
9041.0,4,3,4
9041.0,5,3,4
9041.0,6,3,4
9041.0,7,3,4
9041.0,8,3,4
9041.0,9,3,4
9041.0,10,3,4
9041.0,11,3,4
9041.0,0,4,0
9041.0,1,4,6
9041.0,2,4,4
9041.0,3,4,4
9041.0,4,4,4
9041.0,5,4,4
9041.0,6,4,4
9041.0,7,4,4
9041.0,8,4,4
9041.0,9,4,0
9041.0,10,4,4
9041.0,11,4,4
6403.0,0,0,0
6403.0,1,0,0
6403.0,2,0,4
6403.0,3,0,3
6403.0,4,0,6
6403.0,5,0,1
6403.0,6,0,0
6403.0,7,0,0
6403.0,8,0,0
6403.0,9,0,0
6403.0,10,0,0
6403.0,11,0,0
6403.0,12,0,6
6403.0,13,0,4
6403.0,14,0,4
6403.0,0,1,0
6403.0,1,1,0
6403.0,2,1,4
6403.0,3,1,3
6403.0,4,1,6
6403.0,5,1,1
6403.0,6,1,0
6403.0,7,1,0
6403.0,8,1,0
6403.0,9,1,0
6403.0,10,1,0
6403.0,11,1,0
6403.0,12,1,6
6403.0,13,1,4
6403.0,14,1,4
6403.0,0,2,0
6403.0,1,2,0
6403.0,2,2,4
6403.0,3,2,3
6403.0,4,2,6
6403.0,5,2,1
6403.0,6,2,0
6403.0,7,2,0
6403.0,8,2,0
6403.0,9,2,0
6403.0,10,2,0
6403.0,11,2,0
6403.0,12,2,6
6403.0,13,2,4
6403.0,14,2,4
6403.0,0,3,0
6403.0,1,3,0
6403.0,2,3,4
6403.0,3,3,3
6403.0,4,3,6
6403.0,5,3,1
6403.0,6,3,0
6403.0,7,3,0
6403.0,8,3,0
6403.0,9,3,0
6403.0,10,3,0
6403.0,11,3,0
6403.0,12,3,6
6403.0,13,3,4
6403.0,14,3,4
6403.0,0,4,0
6403.0,1,4,0
6403.0,2,4,4
6403.0,3,4,3
6403.0,4,4,6
6403.0,5,4,1
6403.0,6,4,0
6403.0,7,4,0
6403.0,8,4,0
6403.0,9,4,0
6403.0,10,4,0
6403.0,11,4,0
6403.0,12,4,6
6403.0,13,4,4
6403.0,14,4,4
2223.0,0,0,0
2223.0,1,0,0
2223.0,2,0,6
2223.0,3,0,0
2223.0,4,0,0
2223.0,5,0,0
2223.0,6,0,1
2223.0,7,0,4
2223.0,0,1,0
2223.0,1,1,0
2223.0,2,1,6
2223.0,3,1,0
2223.0,4,1,0
2223.0,5,1,0
2223.0,6,1,0
2223.0,7,1,4
2223.0,0,2,0
2223.0,1,2,0
2223.0,2,2,6
2223.0,3,2,0
2223.0,4,2,0
2223.0,5,2,0
2223.0,6,2,0
2223.0,7,2,4
2223.0,0,3,0
2223.0,1,3,0
2223.0,2,3,6
2223.0,3,3,0
2223.0,4,3,0
2223.0,5,3,0
2223.0,6,3,0
2223.0,7,3,4
2223.0,0,4,0
2223.0,1,4,0
2223.0,2,4,6
2223.0,3,4,0
2223.0,4,4,0
2223.0,5,4,0
2223.0,6,4,0
2223.0,7,4,4
